Pt (#),T (s),Vf (V),I_m (A),V_u (V),Pwr (W),Sig (V),Ach (V),Temp (degC),IE RG (#),Over (bits)
269,1350,1.04828E+000,-2.00E+00,0.00000E+000,-2.10E+00,-2.00E+00,-1.41E-04,-3.28E+02,12,..........a
270,1355,1.04740E+000,-2.00E+00,0.00000E+000,-2.10E+00,-2.00E+00,-1.42E-04,-3.28E+02,12,..........a
271,1360,1.04647E+000,-2.00E+00,0.00000E+000,-2.09E+00,-2.00E+00,-1.43E-04,-3.28E+02,12,..........a
272,1365,1.04553E+000,-2.00E+00,0.00000E+000,-2.09E+00,-2.00E+00,-1.49E-04,-3.28E+02,12,..........a
273,1370,1.04457E+000,-2.00E+00,0.00000E+000,-2.09E+00,-2.00E+00,-1.41E-04,-3.28E+02,12,..........a
274,1375,1.04360E+000,-2.00E+00,0.00000E+000,-2.09E+00,-2.00E+00,-1.41E-04,-3.28E+02,12,..........a
275,1380,1.04264E+000,-2.00E+00,0.00000E+000,-2.09E+00,-2.00E+00,-1.45E-04,-3.28E+02,12,..........a
276,1385,1.04164E+000,-2.00E+00,0.00000E+000,-2.08E+00,-2.00E+00,-1.38E-04,-3.28E+02,12,..........a
277,1390,1.04063E+000,-2.00E+00,0.00000E+000,-2.08E+00,-2.00E+00,-1.41E-04,-3.28E+02,12,..........a
278,1395,1.03960E+000,-2.00E+00,0.00000E+000,-2.08E+00,-2.00E+00,-1.43E-04,-3.28E+02,12,..........a
279,1400,1.03859E+000,-2.00E+00,0.00000E+000,-2.08E+00,-2.00E+00,-1.46E-04,-3.28E+02,12,..........a
280,1405,1.03756E+000,-2.00E+00,0.00000E+000,-2.08E+00,-2.00E+00,-1.46E-04,-3.28E+02,12,..........a
281,1410,1.03652E+000,-2.00E+00,0.00000E+000,-2.07E+00,-2.00E+00,-1.44E-04,-3.28E+02,12,..........a
282,1415,1.03548E+000,-2.00E+00,0.00000E+000,-2.07E+00,-2.00E+00,-1.42E-04,-3.28E+02,12,..........a
283,1420,1.03442E+000,-2.00E+00,0.00000E+000,-2.07E+00,-2.00E+00,-1.40E-04,-3.28E+02,12,..........a
284,1425,1.03335E+000,-2.00E+00,0.00000E+000,-2.07E+00,-2.00E+00,-1.38E-04,-3.28E+02,12,..........a
285,1430,1.03227E+000,-2.00E+00,0.00000E+000,-2.07E+00,-2.00E+00,-1.40E-04,-3.28E+02,12,..........a
286,1435,1.03118E+000,-2.00E+00,0.00000E+000,-2.06E+00,-2.00E+00,-1.38E-04,-3.28E+02,12,..........a
287,1440,1.03005E+000,-2.00E+00,0.00000E+000,-2.06E+00,-2.00E+00,-1.42E-04,-3.28E+02,12,..........a
288,1445,1.02890E+000,-2.00E+00,0.00000E+000,-2.06E+00,-2.00E+00,-1.44E-04,-3.28E+02,12,..........a
289,1450,1.02773E+000,-2.00E+00,0.00000E+000,-2.06E+00,-2.00E+00,-1.43E-04,-3.28E+02,12,..........a
290,1455,1.02657E+000,-2.00E+00,0.00000E+000,-2.05E+00,-2.00E+00,-1.48E-04,-3.28E+02,12,..........a
291,1460,1.02541E+000,-2.00E+00,0.00000E+000,-2.05E+00,-2.00E+00,-1.49E-04,-3.28E+02,12,..........a
292,1465,1.02424E+000,-2.00E+00,0.00000E+000,-2.05E+00,-2.00E+00,-1.49E-04,-3.28E+02,12,..........a
293,1470,1.02304E+000,-2.00E+00,0.00000E+000,-2.05E+00,-2.00E+00,-1.49E-04,-3.28E+02,12,..........a
294,1475,1.02181E+000,-2.00E+00,0.00000E+000,-2.04E+00,-2.00E+00,-1.46E-04,-3.28E+02,12,..........a
295,1480,1.02058E+000,-2.00E+00,0.00000E+000,-2.04E+00,-2.00E+00,-1.45E-04,-3.28E+02,12,..........a
296,1485,1.01934E+000,-2.00E+00,0.00000E+000,-2.04E+00,-2.00E+00,-1.47E-04,-3.28E+02,12,..........a
297,1490,1.01809E+000,-2.00E+00,0.00000E+000,-2.04E+00,-2.00E+00,-1.42E-04,-3.28E+02,12,..........a
298,1495,1.01684E+000,-2.00E+00,0.00000E+000,-2.03E+00,-2.00E+00,-1.37E-04,-3.28E+02,12,..........a
299,1500,1.01554E+000,-2.00E+00,0.00000E+000,-2.03E+00,-2.00E+00,-1.47E-04,-3.28E+02,12,..........a
300,1505,1.01422E+000,-2.00E+00,0.00000E+000,-2.03E+00,-2.00E+00,-1.46E-04,-3.28E+02,12,..........a
301,1510,1.01288E+000,-2.00E+00,0.00000E+000,-2.03E+00,-2.00E+00,-1.44E-04,-3.28E+02,12,..........a
302,1515,1.01155E+000,-2.00E+00,0.00000E+000,-2.02E+00,-2.00E+00,-1.46E-04,-3.28E+02,12,..........a
303,1520,1.01020E+000,-2.00E+00,0.00000E+000,-2.02E+00,-2.00E+00,-1.44E-04,-3.28E+02,12,..........a
304,1525,1.00882E+000,-2.00E+00,0.00000E+000,-2.02E+00,-2.00E+00,-1.46E-04,-3.28E+02,12,..........a
305,1530,1.00742E+000,-2.00E+00,0.00000E+000,-2.02E+00,-2.00E+00,-1.48E-04,-3.28E+02,12,..........a
306,1535,1.00602E+000,-2.00E+00,0.00000E+000,-2.01E+00,-2.00E+00,-1.54E-04,-3.28E+02,12,..........a
307,1540,1.00461E+000,-2.00E+00,0.00000E+000,-2.01E+00,-2.00E+00,-1.59E-04,-3.28E+02,12,..........a
308,1545,1.00316E+000,-2.00E+00,0.00000E+000,-2.01E+00,-2.00E+00,-1.58E-04,-3.28E+02,12,..........a
309,1550,1.00170E+000,-2.00E+00,0.00000E+000,-2.00E+00,-2.00E+00,-1.51E-04,-3.28E+02,12,..........a
310,1555,1.00020E+000,-2.00E+00,0.00000E+000,-2.00E+00,-2.00E+00,-1.45E-04,-3.28E+02,12,..........a
311,1560,9.98687E-001,-2.00E+00,0.00000E+000,-2.00E+00,-2.00E+00,-1.46E-04,-3.28E+02,12,..........a
312,1565,9.97184E-001,-2.00E+00,0.00000E+000,-1.99E+00,-2.00E+00,-1.50E-04,-3.28E+02,12,..........a
313,1570,9.95677E-001,-2.00E+00,0.00000E+000,-1.99E+00,-2.00E+00,-1.47E-04,-3.28E+02,12,..........a
314,1575,9.94105E-001,-2.00E+00,0.00000E+000,-1.99E+00,-2.00E+00,-1.48E-04,-3.28E+02,12,..........a
315,1580,9.92492E-001,-2.00E+00,0.00000E+000,-1.99E+00,-2.00E+00,-1.53E-04,-3.28E+02,12,..........a
316,1585,9.90878E-001,-2.00E+00,0.00000E+000,-1.98E+00,-2.00E+00,-1.60E-04,-3.28E+02,12,..........a
317,1590,9.89224E-001,-2.00E+00,0.00000E+000,-1.98E+00,-2.00E+00,-1.57E-04,-3.28E+02,12,..........a
318,1595,9.87596E-001,-2.00E+00,0.00000E+000,-1.98E+00,-2.00E+00,-1.53E-04,-3.28E+02,12,..........a
319,1600,9.85945E-001,-2.00E+00,0.00000E+000,-1.97E+00,-2.00E+00,-1.49E-04,-3.28E+02,12,..........a
320,1605,9.84267E-001,-2.00E+00,0.00000E+000,-1.97E+00,-2.00E+00,-1.52E-04,-3.28E+02,12,..........a
321,1610,9.82561E-001,-2.00E+00,0.00000E+000,-1.97E+00,-2.00E+00,-1.52E-04,-3.28E+02,12,..........a
322,1615,9.80808E-001,-2.00E+00,0.00000E+000,-1.96E+00,-2.00E+00,-1.49E-04,-3.28E+02,12,..........a
323,1620,9.79061E-001,-2.00E+00,0.00000E+000,-1.96E+00,-2.00E+00,-1.53E-04,-3.28E+02,12,..........a
324,1625,9.77314E-001,-2.00E+00,0.00000E+000,-1.96E+00,-2.00E+00,-1.55E-04,-3.28E+02,12,..........a
325,1630,9.75549E-001,-2.00E+00,0.00000E+000,-1.95E+00,-2.00E+00,-1.55E-04,-3.28E+02,12,..........a
326,1635,9.73722E-001,-2.00E+00,0.00000E+000,-1.95E+00,-2.00E+00,-1.53E-04,-3.28E+02,12,..........a
327,1640,9.71881E-001,-2.00E+00,0.00000E+000,-1.94E+00,-2.00E+00,-1.51E-04,-3.28E+02,12,..........a
328,1645,9.70034E-001,-2.00E+00,0.00000E+000,-1.94E+00,-2.00E+00,-1.49E-04,-3.28E+02,12,..........a
329,1650,9.68158E-001,-2.00E+00,0.00000E+000,-1.94E+00,-2.00E+00,-1.51E-04,-3.28E+02,12,..........a
330,1655,9.66284E-001,-2.00E+00,0.00000E+000,-1.93E+00,-2.00E+00,-1.50E-04,-3.28E+02,12,..........a
331,1660,9.64334E-001,-2.00E+00,0.00000E+000,-1.93E+00,-2.00E+00,-1.52E-04,-3.28E+02,12,..........a
332,1665,9.62342E-001,-2.00E+00,0.00000E+000,-1.93E+00,-2.00E+00,-1.49E-04,-3.28E+02,12,..........a
333,1670,9.60293E-001,-2.00E+00,0.00000E+000,-1.92E+00,-2.00E+00,-1.50E-04,-3.28E+02,12,..........a
334,1675,9.58259E-001,-2.00E+00,0.00000E+000,-1.92E+00,-2.00E+00,-1.55E-04,-3.28E+02,12,..........a
335,1680,9.56162E-001,-2.00E+00,0.00000E+000,-1.91E+00,-2.00E+00,-1.56E-04,-3.28E+02,12,..........a
336,1685,9.53995E-001,-2.00E+00,0.00000E+000,-1.91E+00,-2.00E+00,-1.52E-04,-3.28E+02,12,..........a
337,1690,9.51762E-001,-2.00E+00,0.00000E+000,-1.90E+00,-2.00E+00,-1.58E-04,-3.28E+02,12,..........a
338,1695,9.49476E-001,-2.00E+00,0.00000E+000,-1.90E+00,-2.00E+00,-1.53E-04,-3.28E+02,12,..........a
339,1700,9.47184E-001,-2.00E+00,0.00000E+000,-1.89E+00,-2.00E+00,-1.59E-04,-3.28E+02,12,..........a
340,1705,9.44881E-001,-2.00E+00,0.00000E+000,-1.89E+00,-2.00E+00,-1.61E-04,-3.28E+02,12,..........a
341,1710,9.42528E-001,-2.00E+00,0.00000E+000,-1.89E+00,-2.00E+00,-1.64E-04,-3.28E+02,12,..........a
342,1715,9.40081E-001,-2.00E+00,0.00000E+000,-1.88E+00,-2.00E+00,-1.74E-04,-3.28E+02,12,..........a
343,1720,9.37539E-001,-2.00E+00,0.00000E+000,-1.88E+00,-2.00E+00,-1.70E-04,-3.28E+02,12,..........a
344,1725,9.34964E-001,-2.00E+00,0.00000E+000,-1.87E+00,-2.00E+00,-1.70E-04,-3.28E+02,12,..........a
345,1730,9.32365E-001,-2.00E+00,0.00000E+000,-1.87E+00,-2.00E+00,-1.70E-04,-3.28E+02,12,..........a
346,1735,9.29762E-001,-2.00E+00,0.00000E+000,-1.86E+00,-2.00E+00,-1.68E-04,-3.28E+02,12,..........a
347,1740,9.27076E-001,-2.00E+00,0.00000E+000,-1.85E+00,-2.00E+00,-1.68E-04,-3.28E+02,12,..........a
348,1745,9.24327E-001,-2.00E+00,0.00000E+000,-1.85E+00,-2.00E+00,-1.91E-04,-3.28E+02,12,..........a
349,1750,9.21482E-001,-2.00E+00,0.00000E+000,-1.84E+00,-2.00E+00,-1.78E-04,-3.28E+02,12,..........a
350,1755,9.18627E-001,-2.00E+00,0.00000E+000,-1.84E+00,-2.00E+00,-1.67E-04,-3.28E+02,12,..........a
351,1760,9.15728E-001,-2.00E+00,0.00000E+000,-1.83E+00,-2.00E+00,-1.84E-04,-3.28E+02,12,..........a
352,1765,9.12787E-001,-2.00E+00,0.00000E+000,-1.83E+00,-2.00E+00,-1.79E-04,-3.28E+02,12,..........a
353,1770,9.09792E-001,-2.00E+00,0.00000E+000,-1.82E+00,-2.00E+00,-1.91E-04,-3.28E+02,12,..........a
354,1775,9.06702E-001,-2.00E+00,0.00000E+000,-1.81E+00,-2.00E+00,-1.94E-04,-3.28E+02,12,..........a
355,1780,9.03516E-001,-2.00E+00,0.00000E+000,-1.81E+00,-2.00E+00,-1.84E-04,-3.28E+02,12,..........a
356,1785,9.00253E-001,-2.00E+00,0.00000E+000,-1.80E+00,-2.00E+00,-1.73E-04,-3.28E+02,12,..........a
357,1790,8.96966E-001,-2.00E+00,0.00000E+000,-1.79E+00,-2.00E+00,-1.82E-04,-3.28E+02,12,..........a
358,1795,8.93636E-001,-2.00E+00,0.00000E+000,-1.79E+00,-2.00E+00,-1.81E-04,-3.28E+02,12,..........a
359,1800,8.90197E-001,-2.00E+00,0.00000E+000,-1.78E+00,-2.00E+00,-1.82E-04,-3.28E+02,12,..........a
360,1805,8.86663E-001,-2.00E+00,0.00000E+000,-1.77E+00,-2.00E+00,-1.93E-04,-3.28E+02,12,..........a
361,1810,8.83025E-001,-2.00E+00,0.00000E+000,-1.77E+00,-2.00E+00,-1.89E-04,-3.28E+02,12,..........a
362,1815,8.79338E-001,-2.00E+00,0.00000E+000,-1.76E+00,-2.00E+00,-1.86E-04,-3.28E+02,12,..........a
363,1820,8.75525E-001,-2.00E+00,0.00000E+000,-1.75E+00,-2.00E+00,-1.87E-04,-3.28E+02,12,..........a
364,1825,8.71685E-001,-2.00E+00,0.00000E+000,-1.74E+00,-2.00E+00,-2.04E-04,-3.28E+02,12,..........a
365,1830,8.67730E-001,-2.00E+00,0.00000E+000,-1.74E+00,-2.00E+00,-1.98E-04,-3.28E+02,12,..........a
366,1835,8.63648E-001,-2.00E+00,0.00000E+000,-1.73E+00,-2.00E+00,-2.00E-04,-3.28E+02,12,..........a
367,1840,8.59425E-001,-2.00E+00,0.00000E+000,-1.72E+00,-2.00E+00,-2.13E-04,-3.28E+02,12,..........a
368,1845,8.55133E-001,-2.00E+00,0.00000E+000,-1.71E+00,-2.00E+00,-1.98E-04,-3.28E+02,12,..........a
369,1850,8.50737E-001,-2.00E+00,0.00000E+000,-1.70E+00,-2.00E+00,-1.87E-04,-3.28E+02,12,..........a
370,1855,8.46168E-001,-2.00E+00,0.00000E+000,-1.69E+00,-2.00E+00,-1.87E-04,-3.28E+02,12,..........a
371,1860,8.41560E-001,-2.00E+00,0.00000E+000,-1.68E+00,-2.00E+00,-1.98E-04,-3.28E+02,12,..........a
372,1865,8.36719E-001,-2.00E+00,0.00000E+000,-1.67E+00,-2.00E+00,-1.87E-04,-3.28E+02,12,..........a
373,1870,8.31791E-001,-2.00E+00,0.00000E+000,-1.66E+00,-2.00E+00,-1.88E-04,-3.28E+02,12,..........a
374,1875,8.26680E-001,-2.00E+00,0.00000E+000,-1.65E+00,-2.00E+00,-2.02E-04,-3.28E+02,12,..........a
375,1880,8.21374E-001,-2.00E+00,0.00000E+000,-1.64E+00,-2.00E+00,-2.19E-04,-3.28E+02,12,..........a
376,1885,8.15969E-001,-2.00E+00,0.00000E+000,-1.63E+00,-2.00E+00,-2.43E-04,-3.28E+02,12,..........a
377,1890,8.10380E-001,-2.00E+00,0.00000E+000,-1.62E+00,-2.00E+00,-2.46E-04,-3.28E+02,12,..........a
378,1895,8.04689E-001,-2.00E+00,0.00000E+000,-1.61E+00,-2.00E+00,-2.34E-04,-3.28E+02,12,..........a
379,1900,7.98737E-001,-2.00E+00,0.00000E+000,-1.60E+00,-2.00E+00,-2.46E-04,-3.28E+02,12,..........a
380,1905,7.92620E-001,-2.00E+00,0.00000E+000,-1.59E+00,-2.00E+00,-2.40E-04,-3.28E+02,12,..........a
381,1910,7.86249E-001,-2.00E+00,0.00000E+000,-1.57E+00,-2.00E+00,-2.33E-04,-3.28E+02,12,..........a
382,1915,7.79709E-001,-2.00E+00,0.00000E+000,-1.56E+00,-2.00E+00,-2.25E-04,-3.28E+02,12,..........a
383,1920,7.72894E-001,-2.00E+00,0.00000E+000,-1.55E+00,-2.00E+00,-2.23E-04,-3.28E+02,12,..........a
384,1925,7.65788E-001,-2.00E+00,0.00000E+000,-1.53E+00,-2.00E+00,-2.41E-04,-3.28E+02,12,..........a
385,1930,7.58421E-001,-2.00E+00,0.00000E+000,-1.52E+00,-2.00E+00,-2.47E-04,-3.28E+02,12,..........a
386,1935,7.50654E-001,-2.00E+00,0.00000E+000,-1.50E+00,-2.00E+00,-2.51E-04,-3.28E+02,12,..........a
387,1940,7.42559E-001,-2.00E+00,0.00000E+000,-1.49E+00,-2.00E+00,-2.52E-04,-3.28E+02,12,..........a
388,1945,7.33950E-001,-2.00E+00,0.00000E+000,-1.47E+00,-2.00E+00,-2.49E-04,-3.28E+02,12,..........a
389,1950,7.24937E-001,-2.00E+00,0.00000E+000,-1.45E+00,-2.00E+00,-2.63E-04,-3.28E+02,12,..........a
390,1955,7.15338E-001,-2.00E+00,0.00000E+000,-1.43E+00,-2.00E+00,-2.71E-04,-3.28E+02,12,..........a
391,1960,7.05215E-001,-2.00E+00,0.00000E+000,-1.41E+00,-2.00E+00,-2.62E-04,-3.28E+02,12,..........a
392,1965,6.94568E-001,-2.00E+00,0.00000E+000,-1.39E+00,-2.00E+00,-2.80E-04,-3.28E+02,12,..........a
393,1970,6.83037E-001,-2.00E+00,0.00000E+000,-1.37E+00,-2.00E+00,-2.69E-04,-3.28E+02,12,..........a
394,1975,6.70713E-001,-2.00E+00,0.00000E+000,-1.34E+00,-2.00E+00,-2.73E-04,-3.28E+02,12,..........a
395,1980,6.57330E-001,-2.00E+00,0.00000E+000,-1.32E+00,-2.00E+00,-2.83E-04,-3.28E+02,12,..........a
396,1985,6.43081E-001,-2.00E+00,0.00000E+000,-1.29E+00,-2.00E+00,-2.78E-04,-3.28E+02,12,..........a
397,1990,6.27634E-001,-2.00E+00,0.00000E+000,-1.26E+00,-2.00E+00,-2.66E-04,-3.28E+02,12,..........a
398,1995,6.10859E-001,-2.00E+00,0.00000E+000,-1.22E+00,-2.00E+00,-2.75E-04,-3.28E+02,12,..........a
399,2000,5.92685E-001,-2.00E+00,0.00000E+000,-1.19E+00,-2.00E+00,-2.77E-04,-3.28E+02,12,..........a
400,2005,5.72799E-001,-2.00E+00,0.00000E+000,-1.15E+00,-2.00E+00,-2.73E-04,-3.28E+02,12,..........a
401,2010,5.51210E-001,-2.00E+00,0.00000E+000,-1.10E+00,-2.00E+00,-2.68E-04,-3.28E+02,12,..........a
402,2015,5.27179E-001,-2.00E+00,0.00000E+000,-1.05E+00,-2.00E+00,-2.62E-04,-3.28E+02,12,..........a
403,2015.6,5.13396E-001,-2.00E+00,0.00000E+000,-1.03E+00,-2.00E+00,-2.62E-04,-3.28E+02,12,..........a